issue_key,issue_inicio,issue_fin,release_name,release_quarter,release_squad,release_tribu
PROJ-11755,2025-09-11,2025-09-15,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11756,2025-09-25,2025-10-18,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11757,2025-06-22,2025-09-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11758,2025-08-01,2025-09-19,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11759,2025-09-30,2025-10-15,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11760,2025-09-27,2025-12-03,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11761,2025-01-04,2025-05-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11762,2025-09-14,2025-10-04,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11763,2025-07-22,2025-09-12,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11764,2025-08-24,2025-09-19,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11765,2025-11-19,2025-11-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11766,2025-10-07,2025-12-06,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11767,2025-04-20,2025-06-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11768,2025-07-13,2025-08-20,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11769,2025-03-19,2025-06-29,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11770,2025-03-20,2025-08-06,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11771,2025-06-09,2025-10-01,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11772,2025-01-16,2025-08-17,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11773,2025-12-20,2025-12-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11774,2025-12-29,2025-12-30,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11775,2025-04-02,2025-04-03,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11776,2025-09-18,2025-10-06,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11777,2025-11-21,2025-12-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11778,2025-07-11,2025-08-09,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11779,2025-10-30,2025-12-19,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11780,2025-10-09,2025-12-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11781,2025-12-18,2025-12-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11782,2025-03-31,2025-09-25,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11783,2025-04-13,2025-10-10,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11784,2025-02-08,2025-12-21,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11785,2025-12-06,2025-12-08,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11786,2025-05-20,2025-09-19,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11787,2025-10-14,2025-10-26,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11788,2025-11-27,2025-11-29,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11789,2025-11-27,2025-12-04,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11790,2025-09-09,2025-10-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11791,2025-05-19,2025-11-05,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11792,2025-04-15,2025-05-21,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11793,2025-11-13,2025-11-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11794,2025-02-14,2025-07-19,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11795,2025-06-27,2025-08-19,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11796,2025-09-25,2025-12-17,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11797,2025-11-07,2025-12-18,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11798,2025-12-11,2025-12-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11799,2025-02-13,2025-04-06,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11800,2025-10-10,2025-10-15,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11801,2025-02-10,2025-07-21,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11802,2025-07-07,2025-12-10,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11803,2025-09-21,2025-12-15,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11804,2025-08-26,2025-11-08,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11805,2025-08-26,2025-09-01,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11806,2025-12-08,2025-12-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11807,2025-12-13,2025-12-16,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11808,2025-12-24,2025-12-30,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11809,2025-12-11,2025-12-21,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11810,2025-01-18,2025-02-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11811,2025-09-12,2025-11-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11812,2025-10-01,2025-12-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11813,2025-07-23,2025-12-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11814,2025-08-12,2025-12-31,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11815,2025-03-28,2025-12-14,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11816,2025-07-21,2025-10-31,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11817,2025-09-30,2025-11-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11818,2025-06-18,2025-09-22,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11819,2025-05-15,2025-10-11,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11820,2025-11-22,2025-12-19,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11821,2025-01-22,2025-01-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11822,2025-12-29,2025-12-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11823,2025-11-26,2025-12-19,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11824,2025-12-04,2025-12-12,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11825,2025-10-19,2025-12-06,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11826,2025-04-04,2025-08-11,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11827,2025-01-20,2025-08-05,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11828,2025-08-02,2025-12-05,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11829,2025-06-06,2025-09-05,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11830,2025-06-28,2025-09-22,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11831,2025-06-24,2025-07-11,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11832,2025-06-23,2025-08-23,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11833,2025-07-13,2025-12-04,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11834,2025-01-07,2025-02-16,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11835,2025-06-10,2025-06-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11836,2025-08-02,2025-08-02,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11837,2025-11-04,2025-12-04,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11838,2025-08-07,2025-09-16,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11839,2025-09-18,2025-12-16,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11840,2025-05-22,2025-06-12,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11841,2025-11-24,2025-12-16,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11842,2025-08-06,2025-12-04,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11843,2025-07-03,2025-11-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11844,2025-05-22,2025-11-13,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11845,2025-02-07,2025-11-29,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11846,2025-03-28,2025-03-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11847,2025-05-18,2025-09-09,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11848,2025-07-22,2025-10-03,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11849,2025-02-11,2025-03-01,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11850,2025-07-11,2025-08-07,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11851,2025-10-16,2025-12-25,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11852,2025-02-11,2025-05-21,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11853,2025-03-18,2025-05-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11854,2025-12-28,2025-12-30,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11855,2025-06-27,2025-12-04,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11856,2025-10-06,2025-11-08,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11857,2025-10-22,2025-12-01,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11858,2025-12-26,2025-12-30,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11859,2025-08-17,2025-09-10,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11860,2025-06-27,2025-11-02,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11861,2025-07-15,2025-08-10,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11862,2025-01-02,2025-07-27,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11863,2025-01-19,2025-08-22,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11864,2025-11-22,2025-12-21,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11865,2025-12-25,2025-12-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11866,2025-09-26,2025-11-21,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11867,2025-10-11,2025-12-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11868,2025-02-10,2025-07-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11869,2025-08-22,2025-12-17,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11870,2025-07-15,2025-09-28,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11871,2025-08-25,2025-10-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11872,2025-06-04,2025-10-15,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11873,2025-06-25,2025-11-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11874,2025-02-23,2025-08-02,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11875,2025-09-29,2025-12-24,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11876,2025-07-18,2025-09-14,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11877,2025-08-01,2025-10-01,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11878,2025-10-14,2025-12-06,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11879,2025-03-26,2025-06-12,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11880,2025-08-31,2025-10-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11881,2025-05-15,2025-07-05,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11882,2025-09-10,2025-10-14,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11883,2025-07-30,2025-12-12,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11884,2025-05-06,2025-06-20,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11885,2025-08-07,2025-11-08,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11886,2025-08-10,2025-12-18,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11887,2025-06-12,2025-10-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11888,2025-11-10,2025-11-12,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11889,2025-02-11,2025-02-21,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11890,2025-02-26,2025-03-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11891,2025-01-22,2025-04-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11892,2025-10-19,2025-11-03,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11893,2025-09-23,2025-11-11,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11894,2025-11-22,2025-11-25,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11895,2025-11-01,2025-11-30,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11896,2025-10-20,2025-12-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11897,2025-05-20,2025-11-12,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11898,2025-08-28,2025-12-15,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11899,2025-10-16,2025-12-18,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11900,2025-06-01,2025-09-01,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11901,2025-11-01,2025-11-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11902,2025-09-16,2025-09-25,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11903,2025-05-31,2025-11-09,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11904,2025-05-02,2025-12-02,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11905,2025-01-06,2025-10-21,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11906,2025-03-20,2025-11-16,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11907,2025-11-19,2025-11-30,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11908,2025-10-01,2025-12-09,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11909,2025-05-23,2025-12-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11910,2025-08-23,2025-09-30,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11911,2025-03-17,2025-07-09,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11912,2025-03-10,2025-12-01,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11913,2025-03-14,2025-05-21,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11914,2025-07-19,2025-08-11,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11915,2025-01-16,2025-07-02,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11916,2025-08-05,2025-09-25,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11917,2025-03-04,2025-10-17,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11918,2025-01-03,2025-05-11,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11919,2025-10-03,2025-10-18,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11920,2025-03-01,2025-07-04,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11921,2025-01-20,2025-11-17,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11922,2025-08-28,2025-10-25,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11923,2025-11-03,2025-12-29,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11924,2025-05-20,2025-06-17,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11925,2025-05-04,2025-11-24,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11926,2025-03-13,2025-10-01,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11927,2025-11-02,2025-12-21,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11928,2025-06-11,2025-11-15,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11929,2025-05-16,2025-08-10,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11930,2025-09-15,2025-11-19,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11931,2025-05-21,2025-09-12,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11932,2025-10-20,2025-12-19,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11933,2025-07-04,2025-10-21,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11934,2025-01-04,2025-02-17,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11935,2025-05-15,2025-11-04,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11936,2025-12-18,2025-12-24,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11937,2025-09-23,2025-11-24,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11938,2025-12-22,2025-12-24,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11939,2025-04-10,2025-11-06,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11940,2025-04-20,2025-04-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11941,2025-11-16,2025-12-23,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11942,2025-07-19,2025-12-22,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11943,2025-06-23,2025-09-25,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11944,2025-04-26,2025-07-09,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11945,2025-07-19,2025-08-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11946,2025-03-07,2025-10-01,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11947,2025-01-03,2025-09-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11948,2025-03-23,2025-12-09,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11949,2025-10-28,2025-11-18,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11950,2025-06-14,2025-07-25,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11951,2025-07-28,2025-12-12,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11952,2025-10-29,2025-12-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11953,2025-11-14,2025-12-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11954,2025-10-18,2025-12-23,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11955,2025-01-10,2025-07-07,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11956,2025-05-09,2025-05-24,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11957,2025-01-29,2025-02-19,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11958,2025-11-05,2025-11-29,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11959,2025-01-28,2025-09-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11960,2025-12-20,2025-12-23,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11961,2025-05-31,2025-11-22,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11962,2025-06-07,2025-11-22,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11963,2025-01-07,2025-06-07,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11964,2025-02-15,2025-09-11,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11965,2025-09-07,2025-09-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11966,2025-08-16,2025-08-25,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11967,2025-11-26,2025-11-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11968,2025-12-27,2025-12-30,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11969,2025-04-23,2025-08-18,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11970,2025-02-03,2025-05-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11971,2025-05-29,2025-10-29,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11972,2025-01-12,2025-07-16,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11973,2025-07-27,2025-09-07,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11974,2025-10-18,2025-11-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11975,2025-04-25,2025-12-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11976,2025-04-26,2025-09-18,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11977,2025-08-03,2025-11-19,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11978,2025-02-17,2025-03-06,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11979,2025-08-11,2025-12-05,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11980,2025-07-28,2025-11-11,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11981,2025-04-29,2025-07-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11982,2025-10-15,2025-12-25,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11983,2025-03-24,2025-08-31,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11984,2025-11-27,2025-12-22,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11985,2025-03-04,2025-05-14,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11986,2025-08-28,2025-10-16,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11987,2025-02-14,2025-04-25,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11988,2025-11-07,2025-11-12,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11989,2025-06-29,2025-11-01,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11990,2025-01-29,2025-05-22,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11991,2025-01-27,2025-05-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11992,2025-03-18,2025-12-25,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11993,2025-07-09,2025-09-11,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11994,2025-02-19,2025-11-07,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11995,2025-04-02,2025-05-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11996,2025-08-29,2025-09-12,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11997,2025-05-04,2025-11-09,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11998,2025-05-08,2025-09-04,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11999,2025-08-15,2025-09-14,Release 24.10,Q2-2025,Ciberseguridad,Growth
